10.10.10.190 - - [13/Mar/2017:08:15:41 +0530] "GET / HTTP/1.1" 200 1792 "-" "WWW-Mechanize/1.0.0 (http://rubyforge.org/projects/mechanize/)"
10.10.10.190 - - [13/Mar/2017:12:15:20 +0530] "GET / HTTP/1.1" 200 1792 "-" "WWW-Mechanize/1.0.0 (http://rubyforge.org/projects/mechanize/)"
10.10.10.67 - - [13/Mar/2017:13:34:59 +0530] "GET /dashboard.html HTTP/1.0" 200 3373 "http://lms.forgeahead.io:8083/sso/callback?authToken=vd3T96ymLDbPcxcT0sMCwQ8iMzsDpny%2F4dkzi%2BaTVO%2FGIxOM3akJcWDzJr%2BxepIoUh92QcuLCmxDtCOnRLvSIA%3D%3D%0A&doj=2016-12-12+13%3A45%3A52%2B00%3A00&gauthToken=ya29.Gl0LBPdAIdOlHto9oiyEpKZUpkEThQKDIxRDCSHFFDxFo_KppExFUsb-Bu3-IZEoHIy-IRm2HrqhgdcUhbOiNpOFCwTEkjx3NzqElMLclfpzak762g2QlsMQi5WbC3s&firstName=Ali+Asger&lastName=Rampurawala&imageUrl=https%3A%2F%2Flh5.googleusercontent.com%2F-eZIFvRrPMbE%2FAAAAAAAAAAI%2FAAAAAAAAATM%2FGY-vzxOE95E%2Fphoto.jpg&designation=Project+Manager&gender=&email=aliasger.saifuddin%40forgeahead.io&employeeID=832" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:13 +0530] "OPTIONS /api/holidays/ HTTP/1.1" 200 454 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:13 +0530] "OPTIONS /api/comp-offs/employee/832/? HTTP/1.1" 200 454 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:13 +0530] "OPTIONS /api/employee/832/? HTTP/1.1" 200 454 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
10.10.10.67 - - [13/Mar/2017:13:35:14 +0530] "GET /ngapp/templates/dept_leaves.html HTTP/1.0" 200 1858 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:15 +0530] "GET /api/holidays/ HTTP/1.1" 200 909 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:15 +0530] "GET /api/comp-offs/employee/832/? HTTP/1.1" 200 323 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:15 +0530] "GET /api/employee/832/? HTTP/1.1" 200 1129 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:16 +0530] "OPTIONS /api/leaves/employee/832/? HTTP/1.1" 200 454 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:16 +0530] "OPTIONS /api/leaves/manager/832/? HTTP/1.1" 200 454 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:17 +0530] "GET /api/leaves/employee/832/? HTTP/1.1" 200 4705 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
219.91.231.116 - - [13/Mar/2017:13:35:17 +0530] "GET /api/leaves/manager/832/? HTTP/1.1" 200 96803 "http://lms.forgeahead.io/dashboard.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
10.10.10.67 - - [13/Mar/2017:18:28:40 +0530] "GET / HTTP/1.0" 200 1792 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36"
10.10.10.67 - - [13/Mar/2017:18:28:40 +0530] "GET /css/bootstrap.min.css HTTP/1.0" 200 20057 "http://lms.forgeahead.io/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36"
10.10.10.67 - - [13/Mar/2017:18:28:40 +0530] "GET /css/bootstrap-responsive.min.css HTTP/1.0" 200 2397 "http://lms.forgeahead.io/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36"
